"","Availability","region","year","policy","agg.land","value","global_value"
"521","30 percent","Central America and Caribbean",2050,"CORE","Crops",-3.3342356839636,1.99534754610443
"522","30 percent","Central Asia",2050,"CORE","Crops",3.36559473478043,1.99534754610443
"523","30 percent","China",2050,"CORE","Crops",-3.65927385798074,1.99534754610443
"524","30 percent","Colombia",2050,"CORE","Crops",13.7713387865687,1.99534754610443
"525","30 percent","EU-12",2050,"CORE","Crops",0.199207844337922,1.99534754610443
"526","30 percent","EU-15",2050,"CORE","Crops",0.906196775017492,1.99534754610443
"527","30 percent","Europe_Eastern",2050,"CORE","Crops",-2.22441297399547,1.99534754610443
"528","30 percent","Europe_Non_EU",2050,"CORE","Crops",1.23478188643628,1.99534754610443
"529","30 percent","European Free Trade Association",2050,"CORE","Crops",-12.9322976691411,1.99534754610443
"530","30 percent","India",2050,"CORE","Crops",-1.09347967331263,1.99534754610443
"531","30 percent","Indonesia",2050,"CORE","Crops",-0.77125970033272,1.99534754610443
"532","30 percent","Japan",2050,"CORE","Crops",-5.12653071718976,1.99534754610443
"533","30 percent","Mexico",2050,"CORE","Crops",-0.408678710378828,1.99534754610443
"534","30 percent","Middle East",2050,"CORE","Crops",8.59221380998053,1.99534754610443
"535","30 percent","Pakistan",2050,"CORE","Crops",-14.4051166584851,1.99534754610443
"536","30 percent","Russia",2050,"CORE","Crops",-0.919325364036741,1.99534754610443
"537","30 percent","South Africa",2050,"CORE","Crops",7.6911882804232,1.99534754610443
"538","30 percent","South America_Northern",2050,"CORE","Crops",2.8147981580681,1.99534754610443
"539","30 percent","South America_Southern",2050,"CORE","Crops",7.94554120141752,1.99534754610443
"540","30 percent","South Asia",2050,"CORE","Crops",-3.37057256872967,1.99534754610443
"541","30 percent","South Korea",2050,"CORE","Crops",-3.96626835723659,1.99534754610443
"542","30 percent","Southeast Asia",2050,"CORE","Crops",2.98578422421887,1.99534754610443
"543","30 percent","Taiwan",2050,"CORE","Crops",-0.672312777048034,1.99534754610443
"544","30 percent","USA",2050,"CORE","Crops",5.2203319793917,1.99534754610443
"545","40 percent","Africa_Eastern",2050,"CORE","Crops",5.06525702112598,3.30331286928647
"546","40 percent","Africa_Northern",2050,"CORE","Crops",2.96760817578749,3.30331286928647
"547","40 percent","Africa_Southern",2050,"CORE","Crops",11.737972374717,3.30331286928647
"548","40 percent","Africa_Western",2050,"CORE","Crops",11.6382913637507,3.30331286928647
"549","40 percent","Argentina",2050,"CORE","Crops",3.74615261219477,3.30331286928647
"550","40 percent","Australia_NZ",2050,"CORE","Crops",4.05749902888021,3.30331286928647
"551","40 percent","Brazil",2050,"CORE","Crops",5.26342434856795,3.30331286928647
"552","40 percent","Canada",2050,"CORE","Crops",2.49660231727656,3.30331286928647
"553","40 percent","Central America and Caribbean",2050,"CORE","Crops",-1.99114498573299,3.30331286928647
"554","40 percent","Central Asia",2050,"CORE","Crops",3.84894709065192,3.30331286928647
"555","40 percent","China",2050,"CORE","Crops",-3.50903769891823,3.30331286928647
"556","40 percent","Colombia",2050,"CORE","Crops",13.9668114377056,3.30331286928647
"557","40 percent","EU-12",2050,"CORE","Crops",1.31692606756503,3.30331286928647
"558","40 percent","EU-15",2050,"CORE","Crops",2.33240824323824,3.30331286928647
"559","40 percent","Europe_Eastern",2050,"CORE","Crops",-1.68740301209356,3.30331286928647
"560","40 percent","Europe_Non_EU",2050,"CORE","Crops",2.35544582710721,3.30331286928647
"561","40 percent","European Free Trade Association",2050,"CORE","Crops",-9.39107796258918,3.30331286928647
"562","40 percent","India",2050,"CORE","Crops",0.603634654889944,3.30331286928647
"563","40 percent","Indonesia",2050,"CORE","Crops",0.244584445351543,3.30331286928647
"564","40 percent","Japan",2050,"CORE","Crops",-5.59570524814516,3.30331286928647
"565","40 percent","Mexico",2050,"CORE","Crops",1.09078953750484,3.30331286928647
"566","40 percent","Middle East",2050,"CORE","Crops",9.05238167159635,3.30331286928647
"567","40 percent","Pakistan",2050,"CORE","Crops",-12.4196351560302,3.30331286928647
"568","40 percent","Russia",2050,"CORE","Crops",-0.0523770312276955,3.30331286928647
"569","40 percent","South Africa",2050,"CORE","Crops",8.83588195389398,3.30331286928647
"570","40 percent","South America_Northern",2050,"CORE","Crops",2.80469199334504,3.30331286928647
"571","40 percent","South America_Southern",2050,"CORE","Crops",8.3081047209588,3.30331286928647
"572","40 percent","South Asia",2050,"CORE","Crops",-0.745971061449853,3.30331286928647
"573","40 percent","South Korea",2050,"CORE","Crops",-4.23053365261845,3.30331286928647
"574","40 percent","Southeast Asia",2050,"CORE","Crops",3.73582685641708,3.30331286928647
"575","40 percent","Taiwan",2050,"CORE","Crops",-0.903561114463715,3.30331286928647
"576","40 percent","USA",2050,"CORE","Crops",6.53474067806167,3.30331286928647
"577","50 percent","Africa_Eastern",2050,"CORE","Crops",7.539290342823,4.22944037381871
"578","50 percent","Africa_Northern",2050,"CORE","Crops",4.04894260102464,4.22944037381871
"579","50 percent","Africa_Southern",2050,"CORE","Crops",12.6221149900915,4.22944037381871
"580","50 percent","Africa_Western",2050,"CORE","Crops",13.3454496462996,4.22944037381871
"581","50 percent","Argentina",2050,"CORE","Crops",4.47941907658571,4.22944037381871
"582","50 percent","Australia_NZ",2050,"CORE","Crops",4.75356998575463,4.22944037381871
"583","50 percent","Brazil",2050,"CORE","Crops",5.92708195061452,4.22944037381871
"584","50 percent","Canada",2050,"CORE","Crops",3.30970143588226,4.22944037381871
"585","50 percent","Central America and Caribbean",2050,"CORE","Crops",-1.04704346886226,4.22944037381871
"586","50 percent","Central Asia",2050,"CORE","Crops",4.10965143159656,4.22944037381871
"587","50 percent","China",2050,"CORE","Crops",-3.43397623022776,4.22944037381871
"588","50 percent","Colombia",2050,"CORE","Crops",14.0415071626604,4.22944037381871
"589","50 percent","EU-12",2050,"CORE","Crops",2.15299209528854,4.22944037381871
"590","50 percent","EU-15",2050,"CORE","Crops",3.38350969847277,4.22944037381871
"591","50 percent","Europe_Eastern",2050,"CORE","Crops",-1.27588286485062,4.22944037381871
"592","50 percent","Europe_Non_EU",2050,"CORE","Crops",3.14257991098612,4.22944037381871
"593","50 percent","European Free Trade Association",2050,"CORE","Crops",-6.89218491652453,4.22944037381871
"594","50 percent","India",2050,"CORE","Crops",2.03654402053839,4.22944037381871
"595","50 percent","Indonesia",2050,"CORE","Crops",0.964062404277317,4.22944037381871
"596","50 percent","Japan",2050,"CORE","Crops",-5.90762890254527,4.22944037381871
"597","50 percent","Mexico",2050,"CORE","Crops",2.06309812834538,4.22944037381871
"598","50 percent","Middle East",2050,"CORE","Crops",9.31359325159684,4.22944037381871
"599","50 percent","Pakistan",2050,"CORE","Crops",-10.7223898022329,4.22944037381871
"600","50 percent","Russia",2050,"CORE","Crops",0.511873103122913,4.22944037381871
"601","50 percent","South Africa",2050,"CORE","Crops",9.49234112514954,4.22944037381871
"602","50 percent","South America_Northern",2050,"CORE","Crops",2.77150226817979,4.22944037381871
"603","50 percent","South America_Southern",2050,"CORE","Crops",8.46719366666203,4.22944037381871
"604","50 percent","South Asia",2050,"CORE","Crops",1.17035724370397,4.22944037381871
"605","50 percent","South Korea",2050,"CORE","Crops",-4.42423894036769,4.22944037381871
"606","50 percent","Southeast Asia",2050,"CORE","Crops",4.22195320525147,4.22944037381871
"607","50 percent","Taiwan",2050,"CORE","Crops",-1.07397979848511,4.22944037381871
"608","50 percent","USA",2050,"CORE","Crops",7.42875520974473,4.22944037381871
"609","60 percent","Africa_Eastern",2050,"CORE","Crops",9.34382661460772,4.92600502054058
"610","60 percent","Africa_Northern",2050,"CORE","Crops",4.90787246155841,4.92600502054058
"611","60 percent","Africa_Southern",2050,"CORE","Crops",13.2363739206896,4.92600502054058
"612","60 percent","Africa_Western",2050,"CORE","Crops",14.6046310827019,4.92600502054058
"613","60 percent","Argentina",2050,"CORE","Crops",5.05567627640146,4.92600502054058
"614","60 percent","Australia_NZ",2050,"CORE","Crops",5.20822855956231,4.92600502054058
"615","60 percent","Brazil",2050,"CORE","Crops",6.38035398280855,4.92600502054058
"616","60 percent","Canada",2050,"CORE","Crops",3.94789699490914,4.92600502054058
"617","60 percent","Central America and Caribbean",2050,"CORE","Crops",-0.343759212706852,4.92600502054058
"618","60 percent","Central Asia",2050,"CORE","Crops",4.26388715830995,4.92600502054058
"619","60 percent","China",2050,"CORE","Crops",-3.39311055827641,4.92600502054058
"620","60 percent","Colombia",2050,"CORE","Crops",14.067116949351,4.92600502054058
"621","60 percent","EU-12",2050,"CORE","Crops",2.80398758797322,4.92600502054058
"622","60 percent","EU-15",2050,"CORE","Crops",4.18925863924483,4.92600502054058
"623","60 percent","Europe_Eastern",2050,"CORE","Crops",-0.944240136715204,4.92600502054058
"624","60 percent","Europe_Non_EU",2050,"CORE","Crops",3.72741494456945,4.92600502054058
"625","60 percent","European Free Trade Association",2050,"CORE","Crops",-5.01976148672309,4.92600502054058
"626","60 percent","India",2050,"CORE","Crops",3.25970203670713,4.92600502054058
"627","60 percent","Indonesia",2050,"CORE","Crops",1.50164419506971,4.92600502054058
"628","60 percent","Japan",2050,"CORE","Crops",-6.12628232188693,4.92600502054058
"629","60 percent","Mexico",2050,"CORE","Crops",2.74682634351191,4.92600502054058
"630","60 percent","Middle East",2050,"CORE","Crops",9.4774708555776,4.92600502054058
"631","60 percent","Pakistan",2050,"CORE","Crops",-9.25789301433878,4.92600502054058
"632","60 percent","Russia",2050,"CORE","Crops",0.90830533557227,4.92600502054058
"633","60 percent","South Africa",2050,"CORE","Crops",9.90367660134865,4.92600502054058
"634","60 percent","South America_Northern",2050,"CORE","Crops",2.73599390852945,4.92600502054058
"635","60 percent","South America_Southern",2050,"CORE","Crops",8.53870161324633,4.92600502054058
"636","60 percent","South Asia",2050,"CORE","Crops",2.62885649713743,4.92600502054058
"637","60 percent","South Korea",2050,"CORE","Crops",-4.57144445090174,4.92600502054058
"638","60 percent","Southeast Asia",2050,"CORE","Crops",4.5581527343116,4.92600502054058
"639","60 percent","Taiwan",2050,"CORE","Crops",-1.20274270058461,4.92600502054058
"640","60 percent","USA",2050,"CORE","Crops",8.07141778722997,4.92600502054058
"641","70 percent","Africa_Eastern",2050,"CORE","Crops",10.7105740128511,5.47021893460536
"642","70 percent","Africa_Northern",2050,"CORE","Crops",5.60465846496236,5.47021893460536
"643","70 percent","Africa_Southern",2050,"CORE","Crops",13.688548503466,5.47021893460536
"644","70 percent","Africa_Western",2050,"CORE","Crops",15.5699791630029,5.47021893460536
"645","70 percent","Argentina",2050,"CORE","Crops",5.52578690475024,5.47021893460536
"646","70 percent","Australia_NZ",2050,"CORE","Crops",5.51872224892749,5.47021893460536
"647","70 percent","Brazil",2050,"CORE","Crops",6.70371897093749,5.47021893460536
"648","70 percent","Canada",2050,"CORE","Crops",4.46480611570042,5.47021893460536
"649","70 percent","Central America and Caribbean",2050,"CORE","Crops",0.201877605540105,5.47021893460536
"650","70 percent","Central Asia",2050,"CORE","Crops",4.35708552327538,5.47021893460536
"651","70 percent","China",2050,"CORE","Crops",-3.36999489832998,5.47021893460536
"652","70 percent","Colombia",2050,"CORE","Crops",14.0698812349204,5.47021893460536
"653","70 percent","EU-12",2050,"CORE","Crops",3.32517702343185,5.47021893460536
"654","70 percent","EU-15",2050,"CORE","Crops",4.8255979567009,5.47021893460536
"655","70 percent","Europe_Eastern",2050,"CORE","Crops",-0.669362430568591,5.47021893460536
"656","70 percent","Europe_Non_EU",2050,"CORE","Crops",4.1786315053515,5.47021893460536
"657","70 percent","European Free Trade Association",2050,"CORE","Crops",-3.55616798564745,5.47021893460536
"658","70 percent","India",2050,"CORE","Crops",4.31435796814058,5.47021893460536
"659","70 percent","Indonesia",2050,"CORE","Crops",1.91907242496723,5.47021893460536
"660","70 percent","Japan",2050,"CORE","Crops",-6.28596356748883,5.47021893460536
"661","70 percent","Mexico",2050,"CORE","Crops",3.25502035021365,5.47021893460536
"662","70 percent","Middle East",2050,"CORE","Crops",9.5874092574884,5.47021893460536
"663","70 percent","Pakistan",2050,"CORE","Crops",-7.98111172780733,5.47021893460536
"664","70 percent","Russia",2050,"CORE","Crops",1.20079029364686,5.47021893460536
"665","70 percent","South Africa",2050,"CORE","Crops",10.1780067218782,5.47021893460536
"666","70 percent","South America_Northern",2050,"CORE","Crops",2.703339496359,5.47021893460536
"667","70 percent","South America_Southern",2050,"CORE","Crops",8.56804033938955,5.47021893460536
"668","70 percent","South Asia",2050,"CORE","Crops",3.77569742060069,5.47021893460536
"669","70 percent","South Korea",2050,"CORE","Crops",-4.68742209223933,5.47021893460536
"670","70 percent","Southeast Asia",2050,"CORE","Crops",4.80190460762688,5.47021893460536
"671","70 percent","Taiwan",2050,"CORE","Crops",-1.30299740562292,5.47021893460536
"672","70 percent","USA",2050,"CORE","Crops",8.54865240228875,5.47021893460536
"673","Low","Africa_Eastern",2050,"CORE","Crops",11.3166348761082,5.48602946379216
"674","Low","Africa_Northern",2050,"CORE","Crops",2.40699518508782,5.48602946379216
"675","Low","Africa_Southern",2050,"CORE","Crops",14.0819113632348,5.48602946379216
"676","Low","Africa_Western",2050,"CORE","Crops",16.5244508563701,5.48602946379216
"677","Low","Argentina",2050,"CORE","Crops",6.46516758052908,5.48602946379216
"678","Low","Australia_NZ",2050,"CORE","Crops",5.07016524043031,5.48602946379216
"679","Low","Brazil",2050,"CORE","Crops",7.54603762173883,5.48602946379216
"680","Low","Canada",2050,"CORE","Crops",3.35490430246044,5.48602946379216
"681","Low","Central America and Caribbean",2050,"CORE","Crops",0.206210615556846,5.48602946379216
"682","Low","Central Asia",2050,"CORE","Crops",3.9061159748188,5.48602946379216
"683","Low","China",2050,"CORE","Crops",-3.57451590013084,5.48602946379216
"684","Low","Colombia",2050,"CORE","Crops",14.340217689213,5.48602946379216
"685","Low","EU-12",2050,"CORE","Crops",3.84252123612247,5.48602946379216
"686","Low","EU-15",2050,"CORE","Crops",4.59152556944924,5.48602946379216
"687","Low","Europe_Eastern",2050,"CORE","Crops",-0.363056147209278,5.48602946379216
"688","Low","Europe_Non_EU",2050,"CORE","Crops",4.88283378406916,5.48602946379216
"689","Low","European Free Trade Association",2050,"CORE","Crops",-9.05000145435696,5.48602946379216
"690","Low","India",2050,"CORE","Crops",5.73009850065183,5.48602946379216
"691","Low","Indonesia",2050,"CORE","Crops",2.21703540309351,5.48602946379216
"692","Low","Japan",2050,"CORE","Crops",-6.47468538084962,5.48602946379216
"693","Low","Mexico",2050,"CORE","Crops",3.38490718586565,5.48602946379216
"694","Low","Middle East",2050,"CORE","Crops",8.95044597893458,5.48602946379216
"695","Low","Pakistan",2050,"CORE","Crops",-7.55812627300718,5.48602946379216
"696","Low","Russia",2050,"CORE","Crops",-2.41247940762529,5.48602946379216
"697","Low","South Africa",2050,"CORE","Crops",9.67245767850406,5.48602946379216
"698","Low","South America_Northern",2050,"CORE","Crops",2.47862446936399,5.48602946379216
"699","Low","South America_Southern",2050,"CORE","Crops",8.64927028683697,5.48602946379216
"700","Low","South Asia",2050,"CORE","Crops",1.52510903765836,5.48602946379216
"701","Low","South Korea",2050,"CORE","Crops",-4.75771712731269,5.48602946379216
"702","Low","Southeast Asia",2050,"CORE","Crops",4.90111912464234,5.48602946379216
"703","Low","Taiwan",2050,"CORE","Crops",-1.42047390451428,5.48602946379216
"704","Low","USA",2050,"CORE","Crops",9.31339431496728,5.48602946379216
"705","High","Africa_Eastern",2050,"CORE","Crops",11.8720787952347,5.69754436623673
"706","High","Africa_Northern",2050,"CORE","Crops",2.43541043775121,5.69754436623673
"707","High","Africa_Southern",2050,"CORE","Crops",14.3252150218939,5.69754436623673
"708","High","Africa_Western",2050,"CORE","Crops",16.8623681815757,5.69754436623673
"709","High","Argentina",2050,"CORE","Crops",6.44196104364656,5.69754436623673
"710","High","Australia_NZ",2050,"CORE","Crops",5.12174998940497,5.69754436623673
"711","High","Brazil",2050,"CORE","Crops",7.59818254941797,5.69754436623673
"712","High","Canada",2050,"CORE","Crops",3.79511631287393,5.69754436623673
"713","High","Central America and Caribbean",2050,"CORE","Crops",0.790345111528386,5.69754436623673
"714","High","Central Asia",2050,"CORE","Crops",3.79855979363082,5.69754436623673
"715","High","China",2050,"CORE","Crops",-3.61039015368829,5.69754436623673
"716","High","Colombia",2050,"CORE","Crops",14.3584262913027,5.69754436623673
"717","High","EU-12",2050,"CORE","Crops",4.16842960505931,5.69754436623673
"718","High","EU-15",2050,"CORE","Crops",5.37150465193492,5.69754436623673
"719","High","Europe_Eastern",2050,"CORE","Crops",-0.348016298164824,5.69754436623673
"720","High","Europe_Non_EU",2050,"CORE","Crops",4.78551931232154,5.69754436623673
"721","High","European Free Trade Association",2050,"CORE","Crops",-8.08678933697995,5.69754436623673
"722","High","India",2050,"CORE","Crops",6.08761313132966,5.69754436623673
"723","High","Indonesia",2050,"CORE","Crops",2.50315671507618,5.69754436623673
"724","High","Japan",2050,"CORE","Crops",-6.55473927784095,5.69754436623673
"725","High","Mexico",2050,"CORE","Crops",3.55453144009015,5.69754436623673
"726","High","Middle East",2050,"CORE","Crops",8.77994332417099,5.69754436623673
"727","High","Pakistan",2050,"CORE","Crops",-7.09830537412326,5.69754436623673
"728","High","Russia",2050,"CORE","Crops",-2.29041024248028,5.69754436623673
"729","High","South Africa",2050,"CORE","Crops",9.58512413840745,5.69754436623673
"730","High","South America_Northern",2050,"CORE","Crops",2.59014725880515,5.69754436623673
"731","High","South America_Southern",2050,"CORE","Crops",8.59368857173883,5.69754436623673
"732","High","South Asia",2050,"CORE","Crops",2.3245360565565,5.69754436623673
"733","High","South Korea",2050,"CORE","Crops",-4.82233611203711,5.69754436623673
"734","High","Southeast Asia",2050,"CORE","Crops",5.28821273952615,5.69754436623673
"735","High","Taiwan",2050,"CORE","Crops",-1.47289439091861,5.69754436623673
"736","High","USA",2050,"CORE","Crops",9.31862123841131,5.69754436623673
"737","80 percent","Africa_Eastern",2050,"CORE","Crops",11.7765336989701,5.90847960725629
"738","80 percent","Africa_Northern",2050,"CORE","Crops",6.18014483892402,5.90847960725629
"739","80 percent","Africa_Southern",2050,"CORE","Crops",14.033013792143,5.90847960725629
"740","80 percent","Africa_Western",2050,"CORE","Crops",16.3322755566485,5.90847960725629
"741","80 percent","Argentina",2050,"CORE","Crops",5.92079881823252,5.90847960725629
"742","80 percent","Australia_NZ",2050,"CORE","Crops",5.73819622170196,5.90847960725629
"743","80 percent","Brazil",2050,"CORE","Crops",6.94347275097949,5.90847960725629
"744","80 percent","Canada",2050,"CORE","Crops",4.89417243653792,5.90847960725629
"745","80 percent","Central America and Caribbean",2050,"CORE","Crops",0.638462702342721,5.90847960725629
"746","80 percent","Central Asia",2050,"CORE","Crops",4.41373546853899,5.90847960725629
"747","80 percent","China",2050,"CORE","Crops",-3.35636376967441,5.90847960725629
"748","80 percent","Colombia",2050,"CORE","Crops",14.0616335486649,5.90847960725629
"749","80 percent","EU-12",2050,"CORE","Crops",3.75266207602039,5.90847960725629
"750","80 percent","EU-15",2050,"CORE","Crops",5.34105646202793,5.90847960725629
"751","80 percent","Europe_Eastern",2050,"CORE","Crops",-0.435920817647363,5.90847960725629
"752","80 percent","Europe_Non_EU",2050,"CORE","Crops",4.53768372335037,5.90847960725629
"753","80 percent","European Free Trade Association",2050,"CORE","Crops",-2.37480408563188,5.90847960725629
"754","80 percent","India",2050,"CORE","Crops",5.23283964099217,5.90847960725629
"755","80 percent","Indonesia",2050,"CORE","Crops",2.25289938285523,5.90847960725629
"756","80 percent","Japan",2050,"CORE","Crops",-6.40600063541655,5.90847960725629
"757","80 percent","Mexico",2050,"CORE","Crops",3.6489500853354,5.90847960725629
"758","80 percent","Middle East",2050,"CORE","Crops",9.66509902354358,5.90847960725629
"759","80 percent","Pakistan",2050,"CORE","Crops",-6.86000867840389,5.90847960725629
"760","80 percent","Russia",2050,"CORE","Crops",1.42531472287059,5.90847960725629
"761","80 percent","South Africa",2050,"CORE","Crops",10.3703498708405,5.90847960725629
"762","80 percent","South America_Northern",2050,"CORE","Crops",2.67496071878283,5.90847960725629
"763","80 percent","South America_Southern",2050,"CORE","Crops",8.57673742582849,5.90847960725629
"764","80 percent","South Asia",2050,"CORE","Crops",4.70167963623193,5.90847960725629
"765","80 percent","South Korea",2050,"CORE","Crops",-4.7805571243826,5.90847960725629
"766","80 percent","Southeast Asia",2050,"CORE","Crops",4.98577084094066,5.90847960725629
"767","80 percent","Taiwan",2050,"CORE","Crops",-1.38278924014931,5.90847960725629
"768","80 percent","USA",2050,"CORE","Crops",8.91627458590886,5.90847960725629
"769","90 percent","Africa_Eastern",2050,"CORE","Crops",12.6276969459643,6.26941383605131
"770","90 percent","Africa_Northern",2050,"CORE","Crops",6.6618539344371,6.26941383605131
"771","90 percent","Africa_Southern",2050,"CORE","Crops",14.3013835557601,6.26941383605131
"772","90 percent","Africa_Western",2050,"CORE","Crops",16.9481656432941,6.26941383605131
"773","90 percent","Argentina",2050,"CORE","Crops",6.25959022068875,6.26941383605131
"774","90 percent","Australia_NZ",2050,"CORE","Crops",5.89758591436016,6.26941383605131
"775","90 percent","Brazil",2050,"CORE","Crops",7.12613167935481,6.26941383605131
"776","90 percent","Canada",2050,"CORE","Crops",5.25725213533134,6.26941383605131
"777","90 percent","Central America and Caribbean",2050,"CORE","Crops",0.996321298817898,6.26941383605131
"778","90 percent","Central Asia",2050,"CORE","Crops",4.44730048337641,6.26941383605131
"779","90 percent","China",2050,"CORE","Crops",-3.34826777602258,6.26941383605131
"780","90 percent","Colombia",2050,"CORE","Crops",14.0477186565138,6.26941383605131
"781","90 percent","EU-12",2050,"CORE","Crops",4.10978910630432,6.26941383605131
"782","90 percent","EU-15",2050,"CORE","Crops",5.76691626571668,6.26941383605131
"783","90 percent","Europe_Eastern",2050,"CORE","Crops",-0.234410949558845,6.26941383605131
"784","90 percent","Europe_Non_EU",2050,"CORE","Crops",4.83025248644745,6.26941383605131
"785","90 percent","European Free Trade Association",2050,"CORE","Crops",-1.39708520010093,6.26941383605131
"786","90 percent","India",2050,"CORE","Crops",6.03989034588236,6.26941383605131
"787","90 percent","Indonesia",2050,"CORE","Crops",2.52602129610359,6.26941383605131
"788","90 percent","Japan",2050,"CORE","Crops",-6.49842974740575,6.26941383605131
"789","90 percent","Mexico",2050,"CORE","Crops",3.96432790516419,6.26941383605131
"790","90 percent","Middle East",2050,"CORE","Crops",9.7220089738509,6.26941383605131
"791","90 percent","Pakistan",2050,"CORE","Crops",-5.86905443927569,6.26941383605131
"792","90 percent","Russia",2050,"CORE","Crops",1.60257743272319,6.26941383605131
"793","90 percent","South Africa",2050,"CORE","Crops",10.5080037552836,6.26941383605131
"794","90 percent","South America_Northern",2050,"CORE","Crops",2.65068982097714,6.26941383605131
"795","90 percent","South America_Southern",2050,"CORE","Crops",8.57485298970044,6.26941383605131
"796","90 percent","South Asia",2050,"CORE","Crops",5.46539350555958,6.26941383605131
"797","90 percent","South Korea",2050,"CORE","Crops",-4.85710866045627,6.26941383605131
"798","90 percent","Southeast Asia",2050,"CORE","Crops",5.12872367879239,6.26941383605131
"799","90 percent","Taiwan",2050,"CORE","Crops",-1.44761644712136,6.26941383605131
"800","90 percent","USA",2050,"CORE","Crops",9.20661908596053,6.26941383605131
"801","100 percent","Africa_Eastern",2050,"CORE","Crops",13.3193685335932,6.57164029107795
"802","100 percent","Africa_Northern",2050,"CORE","Crops",7.06874610721354,6.57164029107795
"803","100 percent","Africa_Southern",2050,"CORE","Crops",14.5189035444272,6.57164029107795
"804","100 percent","Africa_Western",2050,"CORE","Crops",17.4546647236481,6.57164029107795
"805","100 percent","Argentina",2050,"CORE","Crops",6.55422152296476,6.57164029107795
"806","100 percent","Australia_NZ",2050,"CORE","Crops",6.01370143803171,6.57164029107795
"807","100 percent","Brazil",2050,"CORE","Crops",7.26818336177427,6.57164029107795
"808","100 percent","Canada",2050,"CORE","Crops",5.56867474981348,6.57164029107795
"809","100 percent","Central America and Caribbean",2050,"CORE","Crops",1.29477028454389,6.57164029107795
"810","100 percent","Central Asia",2050,"CORE","Crops",4.4655347477112,6.57164029107795
"811","100 percent","China",2050,"CORE","Crops",-3.3435521895455,6.57164029107795
"812","100 percent","Colombia",2050,"CORE","Crops",14.0311106935303,6.57164029107795
"813","100 percent","EU-12",2050,"CORE","Crops",4.41223604561103,6.57164029107795
"814","100 percent","EU-15",2050,"CORE","Crops",6.12862374223267,6.57164029107795
"815","100 percent","Europe_Eastern",2050,"CORE","Crops",-0.0584760173724224,6.57164029107795
"816","100 percent","Europe_Non_EU",2050,"CORE","Crops",5.07292450684001,6.57164029107795
"817","100 percent","European Free Trade Association",2050,"CORE","Crops",-0.573653761654658,6.57164029107795
"818","100 percent","India",2050,"CORE","Crops",6.75049865859244,6.57164029107795
"819","100 percent","Indonesia",2050,"CORE","Crops",2.75319436356051,6.57164029107795
"820","100 percent","Japan",2050,"CORE","Crops",-6.57134398115715,6.57164029107795
"821","100 percent","Mexico",2050,"CORE","Crops",4.22263777740268,6.57164029107795
"822","100 percent","Middle East",2050,"CORE","Crops",9.763969751359,6.57164029107795
"823","100 percent","Pakistan",2050,"CORE","Crops",-4.98837932344161,6.57164029107795
"824","100 percent","Russia",2050,"CORE","Crops",1.74558831739697,6.57164029107795
"825","100 percent","South Africa",2050,"CORE","Crops",10.6113750621924,6.57164029107795
"826","100 percent","South America_Northern",2050,"CORE","Crops",2.6300397106144,6.57164029107795
"827","100 percent","South America_Southern",2050,"CORE","Crops",8.56753367396694,6.57164029107795
"828","100 percent","South Asia",2050,"CORE","Crops",6.10603236865438,6.57164029107795
"829","100 percent","South Korea",2050,"CORE","Crops",-4.92099538205113,6.57164029107795
"830","100 percent","Southeast Asia",2050,"CORE","Crops",5.24325641197726,6.57164029107795
"831","100 percent","Taiwan",2050,"CORE","Crops",-1.50110653814528,6.57164029107795
"832","100 percent","USA",2050,"CORE","Crops",9.44013184650856,6.57164029107795
"833","0 percent","Africa_Eastern",2050,"CORE","Forests (Harvested)",20.8348534387274,7.36922254793576
"834","0 percent","Africa_Northern",2050,"CORE","Forests (Harvested)",21.0971775417804,7.36922254793576
"835","0 percent","Africa_Southern",2050,"CORE","Forests (Harvested)",30.5059253609044,7.36922254793576
"836","0 percent","Africa_Western",2050,"CORE","Forests (Harvested)",15.9100320204729,7.36922254793576
"837","0 percent","Argentina",2050,"CORE","Forests (Harvested)",7.59639017216248,7.36922254793576
"838","0 percent","Australia_NZ",2050,"CORE","Forests (Harvested)",16.4643609504301,7.36922254793576
"839","0 percent","Brazil",2050,"CORE","Forests (Harvested)",3.46091925711018,7.36922254793576
"840","0 percent","Canada",2050,"CORE","Forests (Harvested)",6.40046577779393,7.36922254793576
"841","0 percent","Central America and Caribbean",2050,"CORE","Forests (Harvested)",13.0742584819699,7.36922254793576
"842","0 percent","Central Asia",2050,"CORE","Forests (Harvested)",3.95059786686302,7.36922254793576
"843","0 percent","China",2050,"CORE","Forests (Harvested)",-1.49860180420848,7.36922254793576
"844","0 percent","Colombia",2050,"CORE","Forests (Harvested)",-2.68788687100627,7.36922254793576
"845","0 percent","EU-12",2050,"CORE","Forests (Harvested)",1.24498655337284,7.36922254793576
"846","0 percent","EU-15",2050,"CORE","Forests (Harvested)",-3.70513880986232,7.36922254793576
"847","0 percent","Europe_Eastern",2050,"CORE","Forests (Harvested)",13.7401782385647,7.36922254793576
"848","0 percent","Europe_Non_EU",2050,"CORE","Forests (Harvested)",9.40666287415908,7.36922254793576
"849","0 percent","European Free Trade Association",2050,"CORE","Forests (Harvested)",-12.230588946025,7.36922254793576
"850","0 percent","India",2050,"CORE","Forests (Harvested)",14.3125164822766,7.36922254793576
"851","0 percent","Indonesia",2050,"CORE","Forests (Harvested)",13.5557142312538,7.36922254793576
